org_name,total,pacs,indivs,cycle,source,cid
Blackstone Group,28105,0,28105,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Bergen Anesthesia Group,27100,0,27100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Cole Schotz PC,13800,0,13800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Bank of America,12800,0,12800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Christie 55 Solutions,12683,0,12683,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Northeast Private Client Group,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Pharmasphere Inc,11605,0,11605,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
American Securities LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Celgene Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
Crow Holdings,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00019149&cycle=2022,N00019149
