sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10100,6000,16100,03/20/2023,2022
Communic/Electronics,B,39100,71000,110100,03/20/2023,2022
Construction,C,28700,9000,37700,03/20/2023,2022
Defense,D,0,30000,30000,03/20/2023,2022
Energy/Nat Resource,E,15250,29500,44750,03/20/2023,2022
Finance/Insur/RealEst,F,350074,581500,931574,03/20/2023,2022
Health,H,105000,37000,142000,03/20/2023,2022
Lawyers & Lobbyists,K,191302,38500,229802,03/20/2023,2022
Transportation,M,3650,83000,86650,03/20/2023,2022
Misc Business,N,97500,49000,146500,03/20/2023,2022
Labor,P,0,99000,99000,03/20/2023,2022
Ideology/Single-Issue,Q,241831,41012,282843,03/20/2023,2022
Other,W,146210,0,146210,03/20/2023,2022
