sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,77450,93500,170950,03/20/2023,2022
Communic/Electronics,B,15800,79750,95550,03/20/2023,2022
Construction,C,33463,63500,96963,03/20/2023,2022
Defense,D,750,4000,4750,03/20/2023,2022
Energy/Nat Resource,E,23100,66000,89100,03/20/2023,2022
Finance/Insur/RealEst,F,41800,85500,127300,03/20/2023,2022
Health,H,82024,87500,169524,03/20/2023,2022
Lawyers & Lobbyists,K,98350,27900,126250,03/20/2023,2022
Transportation,M,30400,61400,91800,03/20/2023,2022
Misc Business,N,27300,114700,142000,03/20/2023,2022
Labor,P,0,63000,63000,03/20/2023,2022
Ideology/Single-Issue,Q,30000,82700,112700,03/20/2023,2022
Other,W,98380,15500,113880,03/20/2023,2022
