sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2180,0,2180,03/20/2023,2022
Communic/Electronics,B,63060,0,63060,03/20/2023,2022
Construction,C,13748,0,13748,03/20/2023,2022
Defense,D,551,0,551,03/20/2023,2022
Energy/Nat Resource,E,4949,0,4949,03/20/2023,2022
Finance/Insur/RealEst,F,52575,5000,57575,03/20/2023,2022
Health,H,44714,0,44714,03/20/2023,2022
Lawyers & Lobbyists,K,42826,0,42826,03/20/2023,2022
Transportation,M,3566,0,3566,03/20/2023,2022
Misc Business,N,55629,0,55629,03/20/2023,2022
Labor,P,11153,34000,45153,03/20/2023,2022
Ideology/Single-Issue,Q,76034,291416,367450,03/20/2023,2022
Other,W,267988,0,267988,03/20/2023,2022
