sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,7376,0,7376,03/20/2023,2022
Communic/Electronics,B,115328,67500,182828,03/20/2023,2022
Construction,C,22090,41000,63090,03/20/2023,2022
Defense,D,24601,72262,96863,03/20/2023,2022
Energy/Nat Resource,E,22065,26500,48565,03/20/2023,2022
Finance/Insur/RealEst,F,415356,142000,557356,03/20/2023,2022
Health,H,99591,78500,178091,03/20/2023,2022
Lawyers & Lobbyists,K,751721,36000,787721,03/20/2023,2022
Transportation,M,28279,78250,106529,03/20/2023,2022
Misc Business,N,134793,91500,226293,03/20/2023,2022
Labor,P,4450,346750,351200,03/20/2023,2022
Ideology/Single-Issue,Q,353092,574841,927933,03/20/2023,2022
Other,W,644295,2000,646295,03/20/2023,2022
