sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13368,27000,40368,03/20/2023,2022
Communic/Electronics,B,91434,177000,268434,03/20/2023,2022
Construction,C,79400,26500,105900,03/20/2023,2022
Defense,D,8327,101000,109327,03/20/2023,2022
Energy/Nat Resource,E,59040,49600,108640,03/20/2023,2022
Finance/Insur/RealEst,F,287229,120300,407529,03/20/2023,2022
Health,H,96209,150500,246709,03/20/2023,2022
Lawyers & Lobbyists,K,620068,67800,687868,03/20/2023,2022
Transportation,M,34336,76700,111036,03/20/2023,2022
Misc Business,N,124078,135500,259578,03/20/2023,2022
Labor,P,8588,259135,267723,03/20/2023,2022
Ideology/Single-Issue,Q,223227,364257,587484,03/20/2023,2022
Other,W,652949,0,652949,03/20/2023,2022
