sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5500,36115,41615,03/20/2023,2022
Communic/Electronics,B,500,10500,11000,03/20/2023,2022
Construction,C,27100,3500,30600,03/20/2023,2022
Defense,D,375,24500,24875,03/20/2023,2022
Energy/Nat Resource,E,8700,19400,28100,03/20/2023,2022
Finance/Insur/RealEst,F,106650,31500,138150,03/20/2023,2022
Health,H,23002,5000,28002,03/20/2023,2022
Lawyers & Lobbyists,K,35600,200,35800,03/20/2023,2022
Transportation,M,14100,15000,29100,03/20/2023,2022
Misc Business,N,34095,14000,48095,03/20/2023,2022
Ideology/Single-Issue,Q,35517,133488,169005,03/20/2023,2022
Other,W,51400,0,51400,03/20/2023,2022
