sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3550,33500,37050,03/20/2023,2022
Communic/Electronics,B,38776,51600,90376,03/20/2023,2022
Construction,C,33566,49500,83066,03/20/2023,2022
Defense,D,65485,69000,134485,03/20/2023,2022
Energy/Nat Resource,E,28450,25000,53450,03/20/2023,2022
Finance/Insur/RealEst,F,148905,48000,196905,03/20/2023,2022
Health,H,54302,117000,171302,03/20/2023,2022
Lawyers & Lobbyists,K,151856,58150,210006,03/20/2023,2022
Transportation,M,3000,56000,59000,03/20/2023,2022
Misc Business,N,52613,43500,96113,03/20/2023,2022
Labor,P,1000,262000,263000,03/20/2023,2022
Ideology/Single-Issue,Q,93405,59412,152817,03/20/2023,2022
Other,W,254219,23500,277719,03/20/2023,2022
