sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15925,61400,77325,03/20/2023,2022
Communic/Electronics,B,19100,192400,211500,03/20/2023,2022
Construction,C,1500,28500,30000,03/20/2023,2022
Defense,D,0,5000,5000,03/20/2023,2022
Energy/Nat Resource,E,6800,98500,105300,03/20/2023,2022
Finance/Insur/RealEst,F,42300,184500,226800,03/20/2023,2022
Health,H,70100,796800,866900,03/20/2023,2022
Lawyers & Lobbyists,K,135150,42750,177900,03/20/2023,2022
Transportation,M,7200,65500,72700,03/20/2023,2022
Misc Business,N,20300,109973,130273,03/20/2023,2022
Labor,P,0,13500,13500,03/20/2023,2022
Ideology/Single-Issue,Q,2500,95900,98400,03/20/2023,2022
Other,W,48600,7500,56100,03/20/2023,2022
