sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6615,1500,8115,03/20/2023,2022
Communic/Electronics,B,8795,0,8795,03/20/2023,2022
Construction,C,27325,2500,29825,03/20/2023,2022
Defense,D,6800,0,6800,03/20/2023,2022
Energy/Nat Resource,E,25620,1000,26620,03/20/2023,2022
Finance/Insur/RealEst,F,221716,14500,236216,03/20/2023,2022
Health,H,45995,2000,47995,03/20/2023,2022
Lawyers & Lobbyists,K,35105,500,35605,03/20/2023,2022
Transportation,M,52030,5000,57030,03/20/2023,2022
Misc Business,N,135104,3500,138604,03/20/2023,2022
Labor,P,0,15000,15000,03/20/2023,2022
Ideology/Single-Issue,Q,241637,187760,429397,03/20/2023,2022
Other,W,246837,0,246837,03/20/2023,2022
