sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,7000,6000,13000,03/20/2023,2022
Communic/Electronics,B,12900,11000,23900,03/20/2023,2022
Construction,C,54800,24000,78800,03/20/2023,2022
Defense,D,1000,7000,8000,03/20/2023,2022
Energy/Nat Resource,E,4400,12000,16400,03/20/2023,2022
Finance/Insur/RealEst,F,154625,110500,265125,03/20/2023,2022
Health,H,6550,14500,21050,03/20/2023,2022
Lawyers & Lobbyists,K,30350,12000,42350,03/20/2023,2022
Transportation,M,2050,18350,20400,03/20/2023,2022
Misc Business,N,58250,21000,79250,03/20/2023,2022
Labor,P,250,173500,173750,03/20/2023,2022
Ideology/Single-Issue,Q,0,2012,2012,03/20/2023,2022
Other,W,33950,0,33950,03/20/2023,2022
