sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,39998,111691,151689,03/20/2023,2022
Communic/Electronics,B,426236,1000,427236,03/20/2023,2022
Construction,C,60408,2000,62408,03/20/2023,2022
Defense,D,2634,0,2634,03/20/2023,2022
Energy/Nat Resource,E,57286,2500,59786,03/20/2023,2022
Finance/Insur/RealEst,F,790982,26000,816982,03/20/2023,2022
Health,H,203336,25500,228836,03/20/2023,2022
Lawyers & Lobbyists,K,355693,10000,365693,03/20/2023,2022
Transportation,M,28904,0,28904,03/20/2023,2022
Misc Business,N,263751,2500,266251,03/20/2023,2022
Labor,P,2150,177000,179150,03/20/2023,2022
Ideology/Single-Issue,Q,441090,494826,935916,03/20/2023,2022
Other,W,1442588,0,1442588,03/20/2023,2022
