sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11332,18500,29832,03/20/2023,2022
Communic/Electronics,B,9008,51500,60508,03/20/2023,2022
Construction,C,15492,37000,52492,03/20/2023,2022
Defense,D,7000,4000,11000,03/20/2023,2022
Energy/Nat Resource,E,19350,145500,164850,03/20/2023,2022
Finance/Insur/RealEst,F,45138,74000,119138,03/20/2023,2022
Health,H,43377,70000,113377,03/20/2023,2022
Lawyers & Lobbyists,K,60950,14500,75450,03/20/2023,2022
Transportation,M,10275,45500,55775,03/20/2023,2022
Misc Business,N,13664,22500,36164,03/20/2023,2022
Labor,P,0,10500,10500,03/20/2023,2022
Ideology/Single-Issue,Q,126189,131722,257911,03/20/2023,2022
Other,W,96073,1000,97073,03/20/2023,2022
