sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2750,7000,9750,03/20/2023,2022
Communic/Electronics,B,16950,77750,94700,03/20/2023,2022
Construction,C,15400,20500,35900,03/20/2023,2022
Defense,D,0,11000,11000,03/20/2023,2022
Energy/Nat Resource,E,13400,57000,70400,03/20/2023,2022
Finance/Insur/RealEst,F,238800,710303,949103,03/20/2023,2022
Health,H,25450,144400,169850,03/20/2023,2022
Lawyers & Lobbyists,K,110080,45830,155910,03/20/2023,2022
Transportation,M,10250,67000,77250,03/20/2023,2022
Misc Business,N,63875,139500,203375,03/20/2023,2022
Labor,P,6850,172500,179350,03/20/2023,2022
Ideology/Single-Issue,Q,30250,69012,99262,03/20/2023,2022
Other,W,67080,16000,83080,03/20/2023,2022
