sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12510,0,12510,03/20/2023,2022
Communic/Electronics,B,6650,2000,8650,03/20/2023,2022
Construction,C,15650,0,15650,03/20/2023,2022
Defense,D,750,0,750,03/20/2023,2022
Energy/Nat Resource,E,19950,2500,22450,03/20/2023,2022
Finance/Insur/RealEst,F,77488,26000,103488,03/20/2023,2022
Health,H,29150,3000,32150,03/20/2023,2022
Lawyers & Lobbyists,K,51466,5000,56466,03/20/2023,2022
Transportation,M,28750,0,28750,03/20/2023,2022
Misc Business,N,12158,0,12158,03/20/2023,2022
Labor,P,0,68500,68500,03/20/2023,2022
Ideology/Single-Issue,Q,32232,109975,142207,03/20/2023,2022
Other,W,160474,0,160474,03/20/2023,2022
