sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,43386,18500,61886,03/20/2023,2022
Communic/Electronics,B,40105,43500,83605,03/20/2023,2022
Construction,C,34525,16500,51025,03/20/2023,2022
Defense,D,625,0,625,03/20/2023,2022
Energy/Nat Resource,E,27016,17500,44516,03/20/2023,2022
Finance/Insur/RealEst,F,204178,26000,230178,03/20/2023,2022
Health,H,25859,3000,28859,03/20/2023,2022
Lawyers & Lobbyists,K,13590,8250,21840,03/20/2023,2022
Transportation,M,3558,11500,15058,03/20/2023,2022
Misc Business,N,87488,13500,100988,03/20/2023,2022
Ideology/Single-Issue,Q,114713,119100,233813,03/20/2023,2022
Other,W,351693,0,351693,03/20/2023,2022
