sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,50733,4000,54733,03/20/2023,2022
Communic/Electronics,B,45895,7000,52895,03/20/2023,2022
Construction,C,133378,21000,154378,03/20/2023,2022
Defense,D,9883,10000,19883,03/20/2023,2022
Energy/Nat Resource,E,69265,28000,97265,03/20/2023,2022
Finance/Insur/RealEst,F,793833,55757,849590,03/20/2023,2022
Health,H,119605,4500,124105,03/20/2023,2022
Lawyers & Lobbyists,K,75912,1000,76912,03/20/2023,2022
Transportation,M,130476,21000,151476,03/20/2023,2022
Misc Business,N,287139,27500,314639,03/20/2023,2022
Labor,P,2505,0,2505,03/20/2023,2022
Ideology/Single-Issue,Q,634981,268150,903131,03/20/2023,2022
Other,W,1192658,0,1192658,03/20/2023,2022
