sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2190,47500,49690,03/20/2023,2022
Communic/Electronics,B,10950,86400,97350,03/20/2023,2022
Construction,C,4350,10000,14350,03/20/2023,2022
Defense,D,0,2000,2000,03/20/2023,2022
Energy/Nat Resource,E,500,74500,75000,03/20/2023,2022
Finance/Insur/RealEst,F,65806,131850,197656,03/20/2023,2022
Health,H,64828,361900,426728,03/20/2023,2022
Lawyers & Lobbyists,K,82072,34950,117022,03/20/2023,2022
Transportation,M,1100,50000,51100,03/20/2023,2022
Misc Business,N,30080,64594,94674,03/20/2023,2022
Labor,P,770,171950,172720,03/20/2023,2022
Ideology/Single-Issue,Q,65337,38612,103949,03/20/2023,2022
Other,W,108142,5500,113642,03/20/2023,2022
