sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,221352,170000,391352,03/20/2023,2022
Communic/Electronics,B,107550,8800,116350,03/20/2023,2022
Construction,C,484755,68134,552889,03/20/2023,2022
Defense,D,194450,50300,244750,03/20/2023,2022
Energy/Nat Resource,E,182892,92000,274892,03/20/2023,2022
Finance/Insur/RealEst,F,1079861,103800,1183661,03/20/2023,2022
Health,H,356638,52000,408638,03/20/2023,2022
Lawyers & Lobbyists,K,344806,48800,393606,03/20/2023,2022
Transportation,M,274007,60995,335002,03/20/2023,2022
Misc Business,N,578051,81800,659851,03/20/2023,2022
Labor,P,50,4000,4050,03/20/2023,2022
Ideology/Single-Issue,Q,637869,270600,908469,03/20/2023,2022
Other,W,1258649,1000,1259649,03/20/2023,2022
