sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13049,0,13049,03/20/2023,2022
Communic/Electronics,B,7620,0,7620,03/20/2023,2022
Construction,C,21747,7000,28747,03/20/2023,2022
Defense,D,6352,2000,8352,03/20/2023,2022
Energy/Nat Resource,E,375,-3500,-3125,03/20/2023,2022
Finance/Insur/RealEst,F,65031,7000,72031,03/20/2023,2022
Health,H,29036,0,29036,03/20/2023,2022
Lawyers & Lobbyists,K,14979,1000,15979,03/20/2023,2022
Transportation,M,24515,2000,26515,03/20/2023,2022
Misc Business,N,40616,4000,44616,03/20/2023,2022
Ideology/Single-Issue,Q,348937,64402,413339,03/20/2023,2022
Other,W,353665,1000,354665,03/20/2023,2022
