sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,88613,54000,142613,03/20/2023,2022
Communic/Electronics,B,25450,17000,42450,03/20/2023,2022
Construction,C,103550,40500,144050,03/20/2023,2022
Energy/Nat Resource,E,34391,47500,81891,03/20/2023,2022
Finance/Insur/RealEst,F,140049,130000,270049,03/20/2023,2022
Health,H,54100,19000,73100,03/20/2023,2022
Lawyers & Lobbyists,K,45237,6500,51737,03/20/2023,2022
Transportation,M,47399,48500,95899,03/20/2023,2022
Misc Business,N,70361,25000,95361,03/20/2023,2022
Labor,P,0,12500,12500,03/20/2023,2022
Ideology/Single-Issue,Q,35000,137702,172702,03/20/2023,2022
Other,W,206238,0,206238,03/20/2023,2022
