sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15325,52500,67825,03/20/2023,2022
Communic/Electronics,B,67800,39500,107300,03/20/2023,2022
Construction,C,41200,32500,73700,03/20/2023,2022
Defense,D,125,6500,6625,03/20/2023,2022
Energy/Nat Resource,E,16700,25500,42200,03/20/2023,2022
Finance/Insur/RealEst,F,498853,158000,656853,03/20/2023,2022
Health,H,56504,27000,83504,03/20/2023,2022
Lawyers & Lobbyists,K,161841,36500,198341,03/20/2023,2022
Transportation,M,13325,38100,51425,03/20/2023,2022
Misc Business,N,157398,51900,209298,03/20/2023,2022
Labor,P,1080,326000,327080,03/20/2023,2022
Ideology/Single-Issue,Q,1042736,349262,1391998,03/20/2023,2022
Other,W,360734,0,360734,03/20/2023,2022
