sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,0,20000,20000,03/20/2023,2022
Communic/Electronics,B,22314,80000,102314,03/20/2023,2022
Construction,C,4125,33500,37625,03/20/2023,2022
Defense,D,0,10000,10000,03/20/2023,2022
Energy/Nat Resource,E,750,15500,16250,03/20/2023,2022
Finance/Insur/RealEst,F,64715,352941,417656,03/20/2023,2022
Health,H,13804,171000,184804,03/20/2023,2022
Lawyers & Lobbyists,K,136050,16250,152300,03/20/2023,2022
Transportation,M,2500,43500,46000,03/20/2023,2022
Misc Business,N,13755,90336,104091,03/20/2023,2022
Labor,P,0,190400,190400,03/20/2023,2022
Ideology/Single-Issue,Q,6050,42800,48850,03/20/2023,2022
Other,W,41325,1000,42325,03/20/2023,2022
