sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1925,30500,32425,03/20/2023,2022
Communic/Electronics,B,4250,17000,21250,03/20/2023,2022
Construction,C,1500,15000,16500,03/20/2023,2022
Defense,D,12100,10000,22100,03/20/2023,2022
Energy/Nat Resource,E,7000,12500,19500,03/20/2023,2022
Finance/Insur/RealEst,F,43715,69500,113215,03/20/2023,2022
Health,H,13825,22000,35825,03/20/2023,2022
Lawyers & Lobbyists,K,46750,30750,77500,03/20/2023,2022
Transportation,M,8150,20000,28150,03/20/2023,2022
Misc Business,N,16560,15000,31560,03/20/2023,2022
Labor,P,10000,210000,220000,03/20/2023,2022
Ideology/Single-Issue,Q,1600,25512,27112,03/20/2023,2022
Other,W,97218,5750,102968,03/20/2023,2022
