sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,19355,0,19355,03/20/2023,2022
Communic/Electronics,B,176078,0,176078,03/20/2023,2022
Construction,C,24518,1000,25518,03/20/2023,2022
Defense,D,1708,0,1708,03/20/2023,2022
Energy/Nat Resource,E,21890,0,21890,03/20/2023,2022
Finance/Insur/RealEst,F,187409,0,187409,03/20/2023,2022
Health,H,136818,0,136818,03/20/2023,2022
Lawyers & Lobbyists,K,139410,0,139410,03/20/2023,2022
Transportation,M,35221,0,35221,03/20/2023,2022
Misc Business,N,110860,0,110860,03/20/2023,2022
Labor,P,2385,50000,52385,03/20/2023,2022
Ideology/Single-Issue,Q,122355,139512,261867,03/20/2023,2022
Other,W,938877,0,938877,03/20/2023,2022
