sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26050,44500,70550,03/20/2023,2022
Communic/Electronics,B,21425,58000,79425,03/20/2023,2022
Construction,C,68330,29500,97830,03/20/2023,2022
Defense,D,23700,6000,29700,03/20/2023,2022
Energy/Nat Resource,E,47900,43000,90900,03/20/2023,2022
Finance/Insur/RealEst,F,156004,85300,241304,03/20/2023,2022
Health,H,129060,70300,199360,03/20/2023,2022
Lawyers & Lobbyists,K,332810,66500,399310,03/20/2023,2022
Transportation,M,47250,123205,170455,03/20/2023,2022
Misc Business,N,60650,93817,154467,03/20/2023,2022
Labor,P,300,292546,292846,03/20/2023,2022
Ideology/Single-Issue,Q,32550,203314,235864,03/20/2023,2022
Other,W,137707,4000,141707,03/20/2023,2022
