sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,19986,57000,76986,03/20/2023,2022
Communic/Electronics,B,4975,29500,34475,03/20/2023,2022
Construction,C,4538,52400,56938,03/20/2023,2022
Defense,D,3020,12000,15020,03/20/2023,2022
Energy/Nat Resource,E,627,58500,59127,03/20/2023,2022
Finance/Insur/RealEst,F,231231,945300,1176531,03/20/2023,2022
Health,H,4661,25500,30161,03/20/2023,2022
Lawyers & Lobbyists,K,148684,25500,174184,03/20/2023,2022
Transportation,M,6413,31495,37908,03/20/2023,2022
Misc Business,N,41030,72000,113030,03/20/2023,2022
Labor,P,10,13000,13010,03/20/2023,2022
Ideology/Single-Issue,Q,108325,100400,208725,03/20/2023,2022
Other,W,68227,0,68227,03/20/2023,2022
