sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13393,0,13393,03/20/2023,2022
Communic/Electronics,B,73305,3000,76305,03/20/2023,2022
Construction,C,18570,0,18570,03/20/2023,2022
Defense,D,1519,0,1519,03/20/2023,2022
Energy/Nat Resource,E,2909,0,2909,03/20/2023,2022
Finance/Insur/RealEst,F,164162,5000,169162,03/20/2023,2022
Health,H,62437,0,62437,03/20/2023,2022
Lawyers & Lobbyists,K,68012,0,68012,03/20/2023,2022
Transportation,M,6324,0,6324,03/20/2023,2022
Misc Business,N,100415,3500,103915,03/20/2023,2022
Labor,P,635,80500,81135,03/20/2023,2022
Ideology/Single-Issue,Q,3065,140454,143519,03/20/2023,2022
Other,W,383203,0,383203,03/20/2023,2022
