sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9400,5000,14400,03/20/2023,2022
Communic/Electronics,B,58425,1000,59425,03/20/2023,2022
Construction,C,16350,0,16350,03/20/2023,2022
Defense,D,1617,0,1617,03/20/2023,2022
Energy/Nat Resource,E,11512,1500,13012,03/20/2023,2022
Finance/Insur/RealEst,F,154946,12500,167446,03/20/2023,2022
Health,H,81452,0,81452,03/20/2023,2022
Lawyers & Lobbyists,K,106728,12500,119228,03/20/2023,2022
Transportation,M,4363,0,4363,03/20/2023,2022
Misc Business,N,60120,0,60120,03/20/2023,2022
Labor,P,2000,147000,149000,03/20/2023,2022
Ideology/Single-Issue,Q,270741,350629,621370,03/20/2023,2022
Other,W,378255,0,378255,03/20/2023,2022
