sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21912,4000,25912,03/20/2023,2022
Communic/Electronics,B,217874,2000,219874,03/20/2023,2022
Construction,C,22015,20500,42515,03/20/2023,2022
Defense,D,3425,0,3425,03/20/2023,2022
Energy/Nat Resource,E,22992,3500,26492,03/20/2023,2022
Finance/Insur/RealEst,F,617598,64500,682098,03/20/2023,2022
Health,H,141478,48000,189478,03/20/2023,2022
Lawyers & Lobbyists,K,224404,18000,242404,03/20/2023,2022
Transportation,M,13319,23000,36319,03/20/2023,2022
Misc Business,N,162327,30000,192327,03/20/2023,2022
Labor,P,0,277777,277777,03/20/2023,2022
Ideology/Single-Issue,Q,557982,693083,1251065,03/20/2023,2022
Other,W,915391,0,915391,03/20/2023,2022
