sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,33034,35000,68034,03/20/2023,2022
Communic/Electronics,B,27810,2000,29810,03/20/2023,2022
Construction,C,46215,47500,93715,03/20/2023,2022
Defense,D,2005,1000,3005,03/20/2023,2022
Energy/Nat Resource,E,60232,17500,77732,03/20/2023,2022
Finance/Insur/RealEst,F,252076,22500,274576,03/20/2023,2022
Health,H,112619,74000,186619,03/20/2023,2022
Lawyers & Lobbyists,K,54066,6500,60566,03/20/2023,2022
Transportation,M,62987,28000,90987,03/20/2023,2022
Misc Business,N,95344,9500,104844,03/20/2023,2022
Labor,P,0,141500,141500,03/20/2023,2022
Ideology/Single-Issue,Q,200813,128395,329208,03/20/2023,2022
Other,W,423546,0,423546,03/20/2023,2022
