sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,264728,174500,439228,03/20/2023,2022
Communic/Electronics,B,320282,362400,682682,03/20/2023,2022
Construction,C,269534,93000,362534,03/20/2023,2022
Defense,D,205117,178825,383942,03/20/2023,2022
Energy/Nat Resource,E,225108,280200,505308,03/20/2023,2022
Finance/Insur/RealEst,F,979778,359561,1339339,03/20/2023,2022
Health,H,386166,188500,574666,03/20/2023,2022
Lawyers & Lobbyists,K,599335,130750,730085,03/20/2023,2022
Transportation,M,330960,402243,733203,03/20/2023,2022
Misc Business,N,352031,239400,591431,03/20/2023,2022
Labor,P,1000,57000,58000,03/20/2023,2022
Ideology/Single-Issue,Q,178130,727860,905990,03/20/2023,2022
Other,W,450002,6500,456502,03/20/2023,2022
