sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3289,9300,12589,03/20/2023,2022
Communic/Electronics,B,102606,120000,222606,03/20/2023,2022
Construction,C,56195,50500,106695,03/20/2023,2022
Defense,D,259757,276100,535857,03/20/2023,2022
Energy/Nat Resource,E,5104,30000,35104,03/20/2023,2022
Finance/Insur/RealEst,F,362444,304300,666744,03/20/2023,2022
Health,H,65626,72000,137626,03/20/2023,2022
Lawyers & Lobbyists,K,356564,87750,444314,03/20/2023,2022
Transportation,M,39901,127500,167401,03/20/2023,2022
Misc Business,N,98092,85000,183092,03/20/2023,2022
Labor,P,15010,248000,263010,03/20/2023,2022
Ideology/Single-Issue,Q,72884,395987,468871,03/20/2023,2022
Other,W,266868,1000,267868,03/20/2023,2022
