sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24100,19000,43100,03/20/2023,2022
Communic/Electronics,B,77550,260500,338050,03/20/2023,2022
Construction,C,26900,22000,48900,03/20/2023,2022
Defense,D,0,7000,7000,03/20/2023,2022
Energy/Nat Resource,E,13350,278000,291350,03/20/2023,2022
Finance/Insur/RealEst,F,111225,160500,271725,03/20/2023,2022
Health,H,140710,635050,775760,03/20/2023,2022
Lawyers & Lobbyists,K,250225,95350,345575,03/20/2023,2022
Transportation,M,6950,101000,107950,03/20/2023,2022
Misc Business,N,71200,148500,219700,03/20/2023,2022
Labor,P,0,229000,229000,03/20/2023,2022
Ideology/Single-Issue,Q,38835,45666,84501,03/20/2023,2022
Other,W,81620,0,81620,03/20/2023,2022
