sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16984,1000,17984,03/20/2023,2022
Communic/Electronics,B,242919,73000,315919,03/20/2023,2022
Construction,C,36857,12000,48857,03/20/2023,2022
Defense,D,9606,23000,32606,03/20/2023,2022
Energy/Nat Resource,E,25920,27499,53419,03/20/2023,2022
Finance/Insur/RealEst,F,387443,69000,456443,03/20/2023,2022
Health,H,126428,66000,192428,03/20/2023,2022
Lawyers & Lobbyists,K,399689,16500,416189,03/20/2023,2022
Transportation,M,15043,29500,44543,03/20/2023,2022
Misc Business,N,236515,57373,293888,03/20/2023,2022
Labor,P,2227,153000,155227,03/20/2023,2022
Ideology/Single-Issue,Q,42954,44912,87866,03/20/2023,2022
Other,W,465153,0,465153,03/20/2023,2022
