sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26535,18500,45035,03/20/2023,2022
Communic/Electronics,B,82612,70500,153112,03/20/2023,2022
Construction,C,31671,85000,116671,03/20/2023,2022
Defense,D,1250,16000,17250,03/20/2023,2022
Energy/Nat Resource,E,26815,33500,60315,03/20/2023,2022
Finance/Insur/RealEst,F,508335,103966,612301,03/20/2023,2022
Health,H,187619,46500,234119,03/20/2023,2022
Lawyers & Lobbyists,K,285887,30000,315887,03/20/2023,2022
Transportation,M,34633,109500,144133,03/20/2023,2022
Misc Business,N,241848,32500,274348,03/20/2023,2022
Labor,P,2528,233000,235528,03/20/2023,2022
Ideology/Single-Issue,Q,112351,455367,567718,03/20/2023,2022
Other,W,440090,9500,449590,03/20/2023,2022
