sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,132138,35815,167953,03/20/2023,2022
Communic/Electronics,B,100853,97230,198083,03/20/2023,2022
Construction,C,132104,35500,167604,03/20/2023,2022
Defense,D,15467,10000,25467,03/20/2023,2022
Energy/Nat Resource,E,196362,185500,381862,03/20/2023,2022
Finance/Insur/RealEst,F,865638,114300,979938,03/20/2023,2022
Health,H,204071,184900,388971,03/20/2023,2022
Lawyers & Lobbyists,K,162662,25000,187662,03/20/2023,2022
Transportation,M,88883,42000,130883,03/20/2023,2022
Misc Business,N,261046,93000,354046,03/20/2023,2022
Labor,P,0,6000,6000,03/20/2023,2022
Ideology/Single-Issue,Q,1811811,76763,1888574,03/20/2023,2022
Other,W,2265195,0,2265195,03/20/2023,2022
