sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,181204,191650,372854,03/20/2023,2022
Communic/Electronics,B,31757,36500,68257,03/20/2023,2022
Construction,C,80776,51000,131776,03/20/2023,2022
Defense,D,0,3000,3000,03/20/2023,2022
Energy/Nat Resource,E,25500,143500,169000,03/20/2023,2022
Finance/Insur/RealEst,F,175696,252000,427696,03/20/2023,2022
Health,H,16218,92400,108618,03/20/2023,2022
Lawyers & Lobbyists,K,55625,8250,63875,03/20/2023,2022
Transportation,M,31548,48000,79548,03/20/2023,2022
Misc Business,N,131170,76999,208169,03/20/2023,2022
Labor,P,0,42500,42500,03/20/2023,2022
Ideology/Single-Issue,Q,82654,287450,370104,03/20/2023,2022
Other,W,181433,2000,183433,03/20/2023,2022
