sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,57578,120000,177578,03/20/2023,2022
Communic/Electronics,B,12050,77600,89650,03/20/2023,2022
Construction,C,64902,34000,98902,03/20/2023,2022
Defense,D,9700,35500,45200,03/20/2023,2022
Energy/Nat Resource,E,15553,145500,161053,03/20/2023,2022
Finance/Insur/RealEst,F,338241,206000,544241,03/20/2023,2022
Health,H,48405,332500,380905,03/20/2023,2022
Lawyers & Lobbyists,K,141320,16250,157570,03/20/2023,2022
Transportation,M,38300,90500,128800,03/20/2023,2022
Misc Business,N,194218,110150,304368,03/20/2023,2022
Labor,P,1000,29500,30500,03/20/2023,2022
Ideology/Single-Issue,Q,69263,298593,367856,03/20/2023,2022
Other,W,232693,4000,236693,03/20/2023,2022
