sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2000,37608,39608,03/20/2023,2022
Communic/Electronics,B,3750,37000,40750,03/20/2023,2022
Construction,C,4000,18000,22000,03/20/2023,2022
Defense,D,0,3000,3000,03/20/2023,2022
Energy/Nat Resource,E,10200,78500,88700,03/20/2023,2022
Finance/Insur/RealEst,F,19600,173500,193100,03/20/2023,2022
Health,H,2750,19000,21750,03/20/2023,2022
Lawyers & Lobbyists,K,72060,26500,98560,03/20/2023,2022
Transportation,M,0,29500,29500,03/20/2023,2022
Misc Business,N,16750,37000,53750,03/20/2023,2022
Labor,P,0,182500,182500,03/20/2023,2022
Ideology/Single-Issue,Q,21897,42224,64121,03/20/2023,2022
Other,W,28469,3000,31469,03/20/2023,2022
