sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,134810,114800,249610,03/20/2023,2022
Communic/Electronics,B,707842,238100,945942,03/20/2023,2022
Construction,C,148049,88000,236049,03/20/2023,2022
Defense,D,23081,46500,69581,03/20/2023,2022
Energy/Nat Resource,E,155581,72300,227881,03/20/2023,2022
Finance/Insur/RealEst,F,1277197,203800,1480997,03/20/2023,2022
Health,H,347211,194134,541345,03/20/2023,2022
Lawyers & Lobbyists,K,1592302,80129,1672431,03/20/2023,2022
Transportation,M,146735,101400,248135,03/20/2023,2022
Misc Business,N,872885,135300,1008185,03/20/2023,2022
Labor,P,8233,349900,358133,03/20/2023,2022
Ideology/Single-Issue,Q,609732,695637,1305369,03/20/2023,2022
Other,W,963125,3000,966125,03/20/2023,2022
