sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,22850,16231,39081,03/20/2023,2022
Communic/Electronics,B,2350,13500,15850,03/20/2023,2022
Construction,C,43750,26000,69750,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,42505,20500,63005,03/20/2023,2022
Finance/Insur/RealEst,F,74772,81500,156272,03/20/2023,2022
Health,H,38444,26500,64944,03/20/2023,2022
Lawyers & Lobbyists,K,29300,7500,36800,03/20/2023,2022
Transportation,M,27700,35000,62700,03/20/2023,2022
Misc Business,N,78350,12500,90850,03/20/2023,2022
Labor,P,250,24500,24750,03/20/2023,2022
Ideology/Single-Issue,Q,11800,68800,80600,03/20/2023,2022
Other,W,96777,0,96777,03/20/2023,2022
