sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16000,37000,53000,03/20/2023,2022
Communic/Electronics,B,7162,2500,9662,03/20/2023,2022
Construction,C,21626,13500,35126,03/20/2023,2022
Defense,D,500,4000,4500,03/20/2023,2022
Energy/Nat Resource,E,3476,18500,21976,03/20/2023,2022
Finance/Insur/RealEst,F,57917,79500,137417,03/20/2023,2022
Health,H,34350,6000,40350,03/20/2023,2022
Lawyers & Lobbyists,K,15912,5500,21412,03/20/2023,2022
Transportation,M,11180,16000,27180,03/20/2023,2022
Misc Business,N,26467,32000,58467,03/20/2023,2022
Labor,P,0,12000,12000,03/20/2023,2022
Ideology/Single-Issue,Q,26377,83963,110340,03/20/2023,2022
Other,W,136189,1000,137189,03/20/2023,2022
