sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3500,19500,23000,03/20/2023,2022
Communic/Electronics,B,100899,49500,150399,03/20/2023,2022
Construction,C,13815,5000,18815,03/20/2023,2022
Defense,D,1150,21000,22150,03/20/2023,2022
Energy/Nat Resource,E,2950,21500,24450,03/20/2023,2022
Finance/Insur/RealEst,F,122659,59400,182059,03/20/2023,2022
Health,H,38548,37500,76048,03/20/2023,2022
Lawyers & Lobbyists,K,58862,21000,79862,03/20/2023,2022
Transportation,M,21060,20000,41060,03/20/2023,2022
Misc Business,N,78124,24500,102624,03/20/2023,2022
Labor,P,1230,100500,101730,03/20/2023,2022
Ideology/Single-Issue,Q,134134,46162,180296,03/20/2023,2022
Other,W,144576,1000,145576,03/20/2023,2022
