sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,70660,107000,177660,03/20/2023,2022
Communic/Electronics,B,100982,176200,277182,03/20/2023,2022
Construction,C,85473,52000,137473,03/20/2023,2022
Defense,D,6300,48800,55100,03/20/2023,2022
Energy/Nat Resource,E,77849,124000,201849,03/20/2023,2022
Finance/Insur/RealEst,F,1246101,664966,1911067,03/20/2023,2022
Health,H,179680,182800,362480,03/20/2023,2022
Lawyers & Lobbyists,K,294584,54750,349334,03/20/2023,2022
Transportation,M,48493,111500,159993,03/20/2023,2022
Misc Business,N,261807,161100,422907,03/20/2023,2022
Labor,P,50,7500,7550,03/20/2023,2022
Ideology/Single-Issue,Q,291312,467687,758999,03/20/2023,2022
Other,W,487471,3000,490471,03/20/2023,2022
