sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8968,69500,78468,03/20/2023,2022
Communic/Electronics,B,48237,150200,198437,03/20/2023,2022
Construction,C,20456,110700,131156,03/20/2023,2022
Defense,D,1348,45500,46848,03/20/2023,2022
Energy/Nat Resource,E,17647,229000,246647,03/20/2023,2022
Finance/Insur/RealEst,F,511366,671700,1183066,03/20/2023,2022
Health,H,117124,511010,628134,03/20/2023,2022
Lawyers & Lobbyists,K,364110,92920,457030,03/20/2023,2022
Transportation,M,24993,148780,173773,03/20/2023,2022
Misc Business,N,135779,344430,480209,03/20/2023,2022
Labor,P,5230,121000,126230,03/20/2023,2022
Ideology/Single-Issue,Q,96926,366700,463626,03/20/2023,2022
Other,W,212097,15000,227097,03/20/2023,2022
