sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,35715,0,35715,03/20/2023,2022
Communic/Electronics,B,382707,0,382707,03/20/2023,2022
Construction,C,68083,0,68083,03/20/2023,2022
Defense,D,11202,0,11202,03/20/2023,2022
Energy/Nat Resource,E,23086,0,23086,03/20/2023,2022
Finance/Insur/RealEst,F,172368,0,172368,03/20/2023,2022
Health,H,267263,0,267263,03/20/2023,2022
Lawyers & Lobbyists,K,84447,0,84447,03/20/2023,2022
Transportation,M,53581,0,53581,03/20/2023,2022
Misc Business,N,220401,0,220401,03/20/2023,2022
Labor,P,11466,45500,56966,03/20/2023,2022
Ideology/Single-Issue,Q,5915,11946,17861,03/20/2023,2022
Other,W,1260995,0,1260995,03/20/2023,2022
