sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,14600,23500,38100,03/20/2023,2022
Communic/Electronics,B,41159,3000,44159,03/20/2023,2022
Construction,C,23000,10000,33000,03/20/2023,2022
Defense,D,250,1000,1250,03/20/2023,2022
Energy/Nat Resource,E,9652,0,9652,03/20/2023,2022
Finance/Insur/RealEst,F,152102,32500,184602,03/20/2023,2022
Health,H,61067,12000,73067,03/20/2023,2022
Lawyers & Lobbyists,K,63830,6500,70330,03/20/2023,2022
Transportation,M,5070,5000,10070,03/20/2023,2022
Misc Business,N,23342,4000,27342,03/20/2023,2022
Labor,P,0,103000,103000,03/20/2023,2022
Ideology/Single-Issue,Q,322173,241249,563422,03/20/2023,2022
Other,W,207876,0,207876,03/20/2023,2022
