sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20338,21500,41838,03/20/2023,2022
Communic/Electronics,B,96814,0,96814,03/20/2023,2022
Construction,C,24509,14750,39259,03/20/2023,2022
Defense,D,610,0,610,03/20/2023,2022
Energy/Nat Resource,E,69876,2000,71876,03/20/2023,2022
Finance/Insur/RealEst,F,410743,27500,438243,03/20/2023,2022
Health,H,100654,39500,140154,03/20/2023,2022
Lawyers & Lobbyists,K,331977,23000,354977,03/20/2023,2022
Transportation,M,23240,21000,44240,03/20/2023,2022
Misc Business,N,118922,32500,151422,03/20/2023,2022
Labor,P,0,181000,181000,03/20/2023,2022
Ideology/Single-Issue,Q,136214,257653,393867,03/20/2023,2022
Other,W,634925,0,634925,03/20/2023,2022
