sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9440,41221,50661,03/20/2023,2022
Communic/Electronics,B,16033,23600,39633,03/20/2023,2022
Construction,C,18422,25500,43922,03/20/2023,2022
Defense,D,62125,142750,204875,03/20/2023,2022
Energy/Nat Resource,E,5415,9000,14415,03/20/2023,2022
Finance/Insur/RealEst,F,98684,74250,172934,03/20/2023,2022
Health,H,61522,66250,127772,03/20/2023,2022
Lawyers & Lobbyists,K,66786,27000,93786,03/20/2023,2022
Transportation,M,4330,38000,42330,03/20/2023,2022
Misc Business,N,18572,12500,31072,03/20/2023,2022
Labor,P,0,242480,242480,03/20/2023,2022
Ideology/Single-Issue,Q,84523,302438,386961,03/20/2023,2022
Other,W,147814,1000,148814,03/20/2023,2022
