sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20,2000,2020,03/20/2023,2022
Communic/Electronics,B,284,29000,29284,03/20/2023,2022
Construction,C,0,10000,10000,03/20/2023,2022
Defense,D,0,8000,8000,03/20/2023,2022
Energy/Nat Resource,E,0,16500,16500,03/20/2023,2022
Finance/Insur/RealEst,F,82454,456150,538604,03/20/2023,2022
Health,H,13856,47500,61356,03/20/2023,2022
Lawyers & Lobbyists,K,14934,22000,36934,03/20/2023,2022
Transportation,M,3255,36500,39755,03/20/2023,2022
Misc Business,N,88495,54500,142995,03/20/2023,2022
Labor,P,0,129500,129500,03/20/2023,2022
Ideology/Single-Issue,Q,10310,38198,48508,03/20/2023,2022
Other,W,44350,2000,46350,03/20/2023,2022
