sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,47661,111750,159411,03/20/2023,2022
Communic/Electronics,B,367988,5500,373488,03/20/2023,2022
Construction,C,39746,10500,50246,03/20/2023,2022
Defense,D,30013,0,30013,03/20/2023,2022
Energy/Nat Resource,E,47755,10000,57755,03/20/2023,2022
Finance/Insur/RealEst,F,939103,47500,986603,03/20/2023,2022
Health,H,281866,59250,341116,03/20/2023,2022
Lawyers & Lobbyists,K,521836,16000,537836,03/20/2023,2022
Transportation,M,41578,3000,44578,03/20/2023,2022
Misc Business,N,257103,34038,291141,03/20/2023,2022
Labor,P,9852,258000,267852,03/20/2023,2022
Ideology/Single-Issue,Q,819142,710833,1529975,03/20/2023,2022
Other,W,1740663,1000,1741663,03/20/2023,2022
