sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,40153,116213,156366,03/20/2023,2022
Communic/Electronics,B,7800,132000,139800,03/20/2023,2022
Construction,C,57050,96000,153050,03/20/2023,2022
Defense,D,0,23500,23500,03/20/2023,2022
Energy/Nat Resource,E,76800,136500,213300,03/20/2023,2022
Finance/Insur/RealEst,F,337419,662750,1000169,03/20/2023,2022
Health,H,246945,605800,852745,03/20/2023,2022
Lawyers & Lobbyists,K,260950,60028,320978,03/20/2023,2022
Transportation,M,38351,107900,146251,03/20/2023,2022
Misc Business,N,72253,268500,340753,03/20/2023,2022
Labor,P,0,6500,6500,03/20/2023,2022
Ideology/Single-Issue,Q,198137,118200,316337,03/20/2023,2022
Other,W,305638,6000,311638,03/20/2023,2022
