sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6400,13500,19900,03/20/2023,2022
Communic/Electronics,B,52831,46800,99631,03/20/2023,2022
Construction,C,12680,22000,34680,03/20/2023,2022
Defense,D,19200,44500,63700,03/20/2023,2022
Energy/Nat Resource,E,14412,17000,31412,03/20/2023,2022
Finance/Insur/RealEst,F,159295,188000,347295,03/20/2023,2022
Health,H,32117,54000,86117,03/20/2023,2022
Lawyers & Lobbyists,K,229001,23500,252501,03/20/2023,2022
Transportation,M,59040,72500,131540,03/20/2023,2022
Misc Business,N,59615,54500,114115,03/20/2023,2022
Labor,P,0,90000,90000,03/20/2023,2022
Ideology/Single-Issue,Q,118275,40087,158362,03/20/2023,2022
Other,W,259476,2000,261476,03/20/2023,2022
