sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1000,7000,8000,03/20/2023,2022
Communic/Electronics,B,12800,6500,19300,03/20/2023,2022
Construction,C,33020,1000,34020,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,5205,8500,13705,03/20/2023,2022
Finance/Insur/RealEst,F,33605,9000,42605,03/20/2023,2022
Health,H,124455,14500,138955,03/20/2023,2022
Lawyers & Lobbyists,K,78779,29500,108279,03/20/2023,2022
Transportation,M,9505,7000,16505,03/20/2023,2022
Misc Business,N,40750,11500,52250,03/20/2023,2022
Labor,P,0,109500,109500,03/20/2023,2022
Ideology/Single-Issue,Q,23732,36012,59744,03/20/2023,2022
Other,W,70668,1000,71668,03/20/2023,2022
