sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,155829,28000,183829,03/20/2023,2022
Communic/Electronics,B,1420363,235000,1655363,03/20/2023,2022
Construction,C,235076,52000,287076,03/20/2023,2022
Defense,D,46812,65000,111812,03/20/2023,2022
Energy/Nat Resource,E,166352,41500,207852,03/20/2023,2022
Finance/Insur/RealEst,F,2926042,769750,3695792,03/20/2023,2022
Health,H,1160405,598400,1758805,03/20/2023,2022
Lawyers & Lobbyists,K,2418502,134934,2553436,03/20/2023,2022
Transportation,M,77389,103500,180889,03/20/2023,2022
Misc Business,N,1164457,253127,1417584,03/20/2023,2022
Labor,P,23415,325500,348915,03/20/2023,2022
Ideology/Single-Issue,Q,3384003,971094,4355097,03/20/2023,2022
Other,W,9185613,4500,9190113,03/20/2023,2022
