sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20425,0,20425,03/20/2023,2022
Communic/Electronics,B,119208,0,119208,03/20/2023,2022
Construction,C,22211,0,22211,03/20/2023,2022
Defense,D,10438,0,10438,03/20/2023,2022
Energy/Nat Resource,E,11608,0,11608,03/20/2023,2022
Finance/Insur/RealEst,F,320353,1300,321653,03/20/2023,2022
Health,H,107996,0,107996,03/20/2023,2022
Lawyers & Lobbyists,K,174742,10000,184742,03/20/2023,2022
Transportation,M,5350,0,5350,03/20/2023,2022
Misc Business,N,92358,2500,94858,03/20/2023,2022
Labor,P,250,128500,128750,03/20/2023,2022
Ideology/Single-Issue,Q,255176,255157,510333,03/20/2023,2022
Other,W,836721,0,836721,03/20/2023,2022
