sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24420,125750,150170,03/20/2023,2022
Communic/Electronics,B,14116,42000,56116,03/20/2023,2022
Construction,C,39668,28000,67668,03/20/2023,2022
Defense,D,8700,46500,55200,03/20/2023,2022
Energy/Nat Resource,E,24050,50000,74050,03/20/2023,2022
Finance/Insur/RealEst,F,222142,120500,342642,03/20/2023,2022
Health,H,54787,67000,121787,03/20/2023,2022
Lawyers & Lobbyists,K,68525,15000,83525,03/20/2023,2022
Transportation,M,34076,62600,96676,03/20/2023,2022
Misc Business,N,278425,88250,366675,03/20/2023,2022
Labor,P,0,13500,13500,03/20/2023,2022
Ideology/Single-Issue,Q,52616,126500,179116,03/20/2023,2022
Other,W,189804,2100,191904,03/20/2023,2022
