sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,167330,71600,238930,03/20/2023,2022
Communic/Electronics,B,4150,35000,39150,03/20/2023,2022
Construction,C,23150,45500,68650,03/20/2023,2022
Energy/Nat Resource,E,19050,54000,73050,03/20/2023,2022
Finance/Insur/RealEst,F,24715,30500,55215,03/20/2023,2022
Health,H,13990,12000,25990,03/20/2023,2022
Lawyers & Lobbyists,K,26100,5500,31600,03/20/2023,2022
Transportation,M,10880,18500,29380,03/20/2023,2022
Misc Business,N,70150,33000,103150,03/20/2023,2022
Labor,P,250,5500,5750,03/20/2023,2022
Ideology/Single-Issue,Q,37492,84567,122059,03/20/2023,2022
Other,W,109110,0,109110,03/20/2023,2022
