sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16525,20500,37025,03/20/2023,2022
Communic/Electronics,B,1900,19000,20900,03/20/2023,2022
Construction,C,35131,25000,60131,03/20/2023,2022
Defense,D,0,2000,2000,03/20/2023,2022
Energy/Nat Resource,E,4950,25000,29950,03/20/2023,2022
Finance/Insur/RealEst,F,75600,46257,121857,03/20/2023,2022
Health,H,22733,12500,35233,03/20/2023,2022
Lawyers & Lobbyists,K,17900,5000,22900,03/20/2023,2022
Transportation,M,21329,27000,48329,03/20/2023,2022
Misc Business,N,62300,39500,101800,03/20/2023,2022
Labor,P,0,14100,14100,03/20/2023,2022
Ideology/Single-Issue,Q,55938,57079,113017,03/20/2023,2022
Other,W,245198,1000,246198,03/20/2023,2022
