sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3400,31000,34400,03/20/2023,2022
Communic/Electronics,B,19100,34500,53600,03/20/2023,2022
Construction,C,96850,59200,156050,03/20/2023,2022
Defense,D,12900,128500,141400,03/20/2023,2022
Energy/Nat Resource,E,33350,80800,114150,03/20/2023,2022
Finance/Insur/RealEst,F,142600,191200,333800,03/20/2023,2022
Health,H,26060,29500,55560,03/20/2023,2022
Lawyers & Lobbyists,K,182010,35900,217910,03/20/2023,2022
Transportation,M,30205,59000,89205,03/20/2023,2022
Misc Business,N,42975,37000,79975,03/20/2023,2022
Labor,P,0,374300,374300,03/20/2023,2022
Ideology/Single-Issue,Q,63890,37393,101283,03/20/2023,2022
Other,W,73700,0,73700,03/20/2023,2022
