sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5316,0,5316,03/20/2023,2022
Communic/Electronics,B,14383,5000,19383,03/20/2023,2022
Construction,C,9550,0,9550,03/20/2023,2022
Defense,D,1475,2500,3975,03/20/2023,2022
Energy/Nat Resource,E,2760,0,2760,03/20/2023,2022
Finance/Insur/RealEst,F,60907,8500,69407,03/20/2023,2022
Health,H,38513,12500,51013,03/20/2023,2022
Lawyers & Lobbyists,K,127492,15000,142492,03/20/2023,2022
Transportation,M,2000,10500,12500,03/20/2023,2022
Misc Business,N,20191,5000,25191,03/20/2023,2022
Labor,P,250,33000,33250,03/20/2023,2022
Ideology/Single-Issue,Q,15532,146565,162097,03/20/2023,2022
Other,W,100664,1000,101664,03/20/2023,2022
