sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,126063,14500,140563,03/20/2023,2022
Communic/Electronics,B,66800,0,66800,03/20/2023,2022
Construction,C,96737,0,96737,03/20/2023,2022
Defense,D,7542,0,7542,03/20/2023,2022
Energy/Nat Resource,E,126202,6000,132202,03/20/2023,2022
Finance/Insur/RealEst,F,419801,3000,422801,03/20/2023,2022
Health,H,68106,0,68106,03/20/2023,2022
Lawyers & Lobbyists,K,89925,0,89925,03/20/2023,2022
Transportation,M,64255,2500,66755,03/20/2023,2022
Misc Business,N,181700,6400,188100,03/20/2023,2022
Labor,P,395,0,395,03/20/2023,2022
Ideology/Single-Issue,Q,802782,149776,952558,03/20/2023,2022
Other,W,1356015,0,1356015,03/20/2023,2022
