sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,33403,0,33403,03/20/2023,2022
Communic/Electronics,B,229770,3500,233270,03/20/2023,2022
Construction,C,63091,0,63091,03/20/2023,2022
Defense,D,12435,0,12435,03/20/2023,2022
Energy/Nat Resource,E,84455,15500,99955,03/20/2023,2022
Finance/Insur/RealEst,F,397171,9800,406971,03/20/2023,2022
Health,H,193721,13500,207221,03/20/2023,2022
Lawyers & Lobbyists,K,218153,16500,234653,03/20/2023,2022
Transportation,M,21768,10000,31768,03/20/2023,2022
Misc Business,N,265354,3500,268854,03/20/2023,2022
Labor,P,7435,95500,102935,03/20/2023,2022
Ideology/Single-Issue,Q,147726,242352,390078,03/20/2023,2022
Other,W,1431599,0,1431599,03/20/2023,2022
